latitude,longitude,street_num,street_name,city,province,postal_code
43.4034547,-80.2849808,84,Baintree Way,Cambridge,Ontario,N1T 0A2
43.4569974,-80.446976,36,Baird Avenue,Kitchener,Ontario,N2A 1H1
47.5641619,-52.7490393,45,Baird Place,St. John's,Newfoundland and Labrador,A1B 2A7
52.2342649,-113.8073853,73,Baird Street,Red Deer,Alberta,T4R 1N9
45.4989846,-76.1217484,101,Baird's Grant Lane,Ottawa,Ontario,K0A 3M0
43.7198668,-79.5834014,16,Bairstow Crescent,Toronto,Ontario,M9W 4S7
43.4923208,-80.5082817,413,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.4923472,-80.5083464,413,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.4924047,-80.5084871,415,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.4925248,-80.5087795,417,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.492626,-80.5090163,419,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.4926539,-80.5090797,419,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.492764,-80.5093047,421,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.4927159,-80.5092217,421,Bairstow Crescent,Waterloo,Ontario,N2K 1W9
43.720419,-80.9607747,990,Baker Avenue,North Perth,Ontario,N4W 2B8
43.8690049,-79.2735457,35,Bakerdale Road,Markham,Ontario,L3P 7N1
43.8695901,-79.2732994,42,Bakerdale Road,Markham,Ontario,L3P 3J3
44.2250114,-76.6440862,30,Bakers Lane,Loyalist,Ontario,K7N 1A5
45.4449827,-76.3670649,22,Bakers Lane,McNab/Braeside,Ontario,K7S 2X3
43.346055,-80.2885083,90,Bakersfield Drive,Cambridge,Ontario,N1R 5G6
43.787224,-79.735472,52,Bakersfield Road,Brampton,Ontario,L6P 1E7
43.7581227,-79.4801725,87,Bakersfield Street,Toronto,Ontario,M3J 1Z4
43.747093,-79.2230316,42,Bakerton Drive,Toronto,Ontario,M1J 3P2
45.2705493,-75.7097483,303,Bakewell Crescent,Ottawa,Ontario,K2G 7B3
43.6395174,-79.7426097,2,Bakewell Street,Brampton,Ontario,L6Y 4G1
43.7447697,-79.2779489,36,Balaclava Drive,Toronto,Ontario,M1P 1C8
44.2364206,-76.4875815,27,Balaclava Street,Kingston,Ontario,K7K 3E8
44.2988689,-81.2763172,137,Balaklava Street,Brockton,Ontario,N0G 2N0
43.8196021,-79.0781514,707,Balaton Avenue,Pickering,Ontario,L1W 1W7
43.8216359,-79.0779985,764,Balaton Avenue,Pickering,Ontario,L1W 1W7
45.2995291,-75.8784107,97,Balbair Road,Ottawa,Ontario,K2M 1C9
44.6391858,-63.6252905,13,Balcomes Drive,Halifax,Nova Scotia,B3N 1J4
43.809142,-79.1853448,24,Bald Eagle Avenue,Toronto,Ontario,M1B 6K4
45.1928555,-75.8491997,105,Bald Eagle Crescent,Ottawa,Ontario,K0A 2Z0
42.9901907,-79.2564833,111,Bald Street,Welland,Ontario,L3C 5G5
43.8279947,-79.6430399,29,Balderson Drive,Vaughan,Ontario,L0J 1C0
43.8061222,-79.5690069,50,Balding Boulevard,Vaughan,Ontario,L4L 3W4
43.8068523,-79.5685348,90,Balding Boulevard,Vaughan,Ontario,L4L 3W4
45.3175122,-75.9065153,32,Balding Crescent,Ottawa,Ontario,K2K 3E9
43.7991669,-79.4888971,11,Baldwin Avenue,Vaughan,Ontario,L4K 1V5
43.4464174,-80.3070063,265,Baldwin Drive,Cambridge,Ontario,N3C 1B7
43.4483359,-80.3076396,315,Baldwin Drive,Cambridge,Ontario,N3C 1B7
44.1770927,-77.3837619,51,Baldwin Street,Belleville,Ontario,K8P 2X9
43.7601344,-79.4088679,31,Bales Avenue,Toronto,Ontario,M5W 1C5
43.5200676,-80.2072734,14,Balfour Court,Guelph,Ontario,N1G 4W3
43.4224108,-80.4465613,23,Balfour Crescent,Kitchener,Ontario,N2C 1X3
48.4446033,-123.3863653,260,Balfour Place,Victoria,British Columbia,V9A 1B2
50.4959082,-104.6120949,46,Balgonie Bay,Regina,Saskatchewan,S4R 8C5
43.2037105,-79.8696081,14,Balharbour Drive,Hamilton,Ontario,L8W 4A1
45.2736736,-75.8901315,174,Balikun Heights,Ottawa,Ontario,K2S 0X3
43.6537365,-79.8099393,25,Balin Crescent,Brampton,Ontario,L6X 0B3
43.3593256,-80.3041496,38,Ball Avenue,Cambridge,Ontario,N1R 1T7
43.1365217,-79.1995158,28,Ball Avenue,St. Catharines,Ontario,L2T 1A6
53.4239666,-113.5086843,103,Ball Cove SW,Edmonton,Alberta,T6W 1S4
44.5289274,-76.9741328,808,Ballahack Road,Stone Mills,Ontario,K0K 3G0
45.4629482,-75.4710565,110,Ballance Drive,Ottawa,Ontario,K4A 4M9
44.4799737,-76.9901845,34,Ballantra Drive,Stone Mills,Ontario,K0K 3G0
44.6215819,-63.6046135,28,Ballantrae Lane,Halifax,Nova Scotia,B3P 1M2
45.2885404,-75.8765679,20,Ballantrae Way,Ottawa,Ontario,K2L 2K6
43.349422,-80.3090498,84,Ballantyne Avenue,Cambridge,Ontario,N1R 3C5
43.1960259,-79.9121677,42,Ballantyne Trail,Hamilton,Ontario,L9B 1K9
43.8824093,-78.8440939,308,Ballard Street,Oshawa,Ontario,L1H 3M2
43.7440921,-79.7757083,13,Ballerina Gardens,Brampton,Ontario,L6R 2W5
45.2674032,-75.6991781,310,Ballinville Circle,Ottawa,Ontario,K1V 2G2
43.8134323,-79.7203852,44,Balloon Crescent,Brampton,Ontario,L6P 0A2
49.9165651,-119.4476906,404,Ballou Place,Kelowna,British Columbia,V1V 1Z6
45.2558281,-75.9324478,28,Ballyboy Street,Ottawa,Ontario,K2R 1G8
43.7137732,-79.784164,22,Ballycastle Crescent,Brampton,Ontario,L6Z 2S6
43.799894,-79.3862963,19,Ballyconnor Court,Toronto,Ontario,M2M 2Y1
43.7348985,-79.8281561,26,Ballyduff Place,Brampton,Ontario,L6Z 4P8
43.6694723,-79.8201238,17,Ballyhaise Crescent,Brampton,Ontario,L6X 5L5
45.2567036,-75.9324606,14,Ballyhaise Street,Ottawa,Ontario,K2R 1G8
43.731275,-79.3497531,19,Ballymena Court,Toronto,Ontario,M3C 2C3
45.3700681,-75.6278625,53,Ballymore Avenue,Ottawa,Ontario,K1T 3J6
43.90165,-79.2566503,18,Balmano Road,Markham,Ontario,L6E 1X1
43.2489035,-79.8191627,222,Balmoral Avenue North,Hamilton,Ontario,L8M 1H2
43.238091,-79.8242405,176,Balmoral Avenue South,Hamilton,Ontario,L8M 1H2
44.2583062,-76.5231481,17,Balmoral Court,Kingston,Ontario,K7M 7N9
43.7185296,-79.6909865,733,Balmoral Drive,Brampton,Ontario,L6T 1X5
46.5327244,-80.9523515,25,Balmoral Drive,Sudbury,Ontario,P3A 1Y7
50.0380476,-110.6684611,720,Balmoral Street Southeast,Medicine Hat,Alberta,T1A 0W4
44.6278478,-80.9389791,212,Balmy Beach Road,Georgian Bluffs,Ontario,N4K 5N4
44.6409615,-80.9340555,372,Balmy Beach Road,Georgian Bluffs,Ontario,N0H 1S0
43.0089947,-81.3001508,120,Balnagowan Place,London,Ontario,N6G 2C3
45.9706957,-66.6364295,331,Balsa Street,Fredericton,New Brunswick,E3A 3M8
49.469247,-119.5627209,750,Balsam Avenue,Penticton,British Columbia,V2A 3J1
43.2526732,-79.8282102,140,Balsam Avenue North,Hamilton,Ontario,L8L 6Y7
43.2458971,-79.8311406,97,Balsam Avenue South,Hamilton,Ontario,L8L 6Y7
43.564262,-80.2577975,14,Balsam Drive,Guelph,Ontario,N1H 3X3
45.6121633,-79.87551,778,Balsam Road,Whitestone,Ontario,P0A 1G0
46.4697616,-81.0632876,82B,Balsam Street,Sudbury,Ontario,P3C 5N1
43.1452622,-79.2133185,9,Balsam Street,St. Catharines,Ontario,L2P 1N6
43.0115125,-79.2877691,111,Balsam Street,Welland,Ontario,L3C 3C9
43.8798884,-79.4702434,22,Balsamo Street,Vaughan,Ontario,L4C 9J2
43.8418973,-79.4704085,25,Balsamwood Road,Vaughan,Ontario,L4J 9E3
45.2701036,-75.6896456,202,Baltic Private,Ottawa,Ontario,K4M 0B9
44.4103002,-79.6946464,6,Baltimore Road,Barrie,Ontario,L4M 6B8
44.4102165,-79.6936754,15,Baltimore Road,Barrie,Ontario,L4M 6B8
44.4111198,-79.6929826,28,Baltimore Road,Barrie,Ontario,L4M 6B8
47.5685092,-52.7312512,4,Baltimore Street,St. John's,Newfoundland and Labrador,A1B 5S7
43.7669328,-79.3232268,53,Baltray Crescent,Toronto,Ontario,M3A 2C7
44.6220357,-63.610632,14,Balwearie Lane,Halifax,Nova Scotia,B3P 1M2
43.7421217,-79.3195482,31,Bamber Court,Toronto,Ontario,M3A 1C6
45.9810968,-66.6800311,25,Bamberg Court,Fredericton,New Brunswick,E3A 1B8
43.4534566,-80.5800453,365,Bamberg Crescent,Waterloo,Ontario,N2T 3A3
43.7016775,-79.2733122,26,Bamblett Drive,Toronto,Ontario,M1L 3Z3
43.7440554,-79.3675253,17,Bamboo Grove,Toronto,Ontario,M3B 1P7
43.7694039,-79.5274836,89,Bamford Crescent,Toronto,Ontario,M3N 1V5
43.7258036,-80.9597786,217,Bamford Drive,North Perth,Ontario,N4W 2B8
43.4301574,-80.3825607,20,Banat Road,Cambridge,Ontario,N2P 0A4
43.4296641,-80.3830729,20,Banat Road,Cambridge,Ontario,N2P 0A4
43.6677438,-79.8222852,117,Banbridge Crescent,Brampton,Ontario,L6X 5L5
42.991605,-82.3637905,464,Banbury Avenue,Sarnia,Ontario,N7S 3Y1
42.9919618,-82.3615603,483,Banbury Avenue,Sarnia,Ontario,N7S 3Y1
44.6652653,-63.6539904,11,Banbury Close,Halifax,Nova Scotia,B3M 3Y7
43.7085173,-79.717472,15,Banbury Court,Brampton,Ontario,L6T 2C9
42.9607557,-81.1912024,297,Banbury Crescent,London,Ontario,N5Z 4H2
43.2243904,-79.9520542,77,Banbury Drive,Hamilton,Ontario,L9K 1L6
42.958323,-81.1931462,217,Banbury Road,London,Ontario,N5Z 4H2
45.3517,-75.9236715,32,Banchory Crescent,Ottawa,Ontario,K2K 2W8
53.5132395,-113.6802973,205,Bancroft Close NW,Edmonton,Alberta,T5T 1K8
47.5335273,-52.7697339,9,Bancroft Place,St. John's,Newfoundland and Labrador,A1E 5G9
43.2430494,-79.7673054,40,Bancroft Street,Hamilton,Ontario,L8E 2W8
43.4400104,-80.431529,62,Bancroft Street,Kitchener,Ontario,N2A 3X9
43.7378988,-79.5983697,7,Banda Square,Toronto,Ontario,M9V 3L5
45.2720916,-75.9345644,155,Bandelier Way,Ottawa,Ontario,K2S 1B6
45.2921659,-75.8816296,65,Baneberry Crescent,Ottawa,Ontario,K2L 1T7
43.8649948,-78.8480696,307,Banff Avenue,Oshawa,Ontario,L1J 1G5
43.385348,-80.4721244,935,Banffshire Court,Kitchener,Ontario,N2R 0A4
43.3859865,-80.4727719,507,Banffshire Crescent,Kitchener,Ontario,N2R 0A4
43.3877533,-80.4713806,30,Banffshire Street,Kitchener,Ontario,N2R 0A4
43.8670111,-79.2713971,12,Banfield Avenue,Markham,Ontario,L3P 3J3
43.8668469,-79.2713558,14,Banfield Avenue,Markham,Ontario,L3P 3J3
43.726173,-79.8259783,48,Banington Crescent,Brampton,Ontario,L7A 0M8
50.7647389,-120.3430262,661,Bank Place,Kamloops,British Columbia,V2B 7M1
43.1781698,-79.7768446,16,Bankfield Crescent,Hamilton,Ontario,L8J 2V8
43.7356775,-79.5554759,34,Bankfield Drive,Toronto,Ontario,M9V 1A3
43.7818982,-79.7404286,28,Banks Drive,Brampton,Ontario,L6R 0M5
43.4286892,-80.5350959,441,Bankside Crescent,Kitchener,Ontario,N2N 2A8
43.4319308,-80.5318018,126,Bankside Drive,Kitchener,Ontario,N2N 3J4
43.7328671,-79.6209437,117,Bankview Circle,Toronto,Ontario,M9W 7A6
43.7517568,-79.2309633,29,Banmoor Boulevard,Toronto,Ontario,M1J 2V6
43.7583511,-79.3642771,129,Bannatyne Drive,Toronto,Ontario,M3B 2M3
43.9251553,-79.5187533,204,Banner Lane,King,Ontario,L7B 1H1
45.3738664,-75.6419294,71,Bannerhill Private,Ottawa,Ontario,K1T 0H7
45.2984361,-75.8850474,166,Banning Road,Ottawa,Ontario,K2L 4E5
48.4293908,-89.2364975,219,Banning Street,Thunder Bay,Ontario,P7B 2E4
43.3996445,-79.9795118,14,Bannisdale Way,Hamilton,Ontario,L8N 2Z7
50.4868823,-104.6515974,99,Bannister Avenue,Regina,Saskatchewan,S4X 4N9
50.4866468,-104.6531545,9,Bannister Bay,Regina,Saskatchewan,S4R 7M2
43.6921887,-79.8441938,104,Bannister Crescent,Brampton,Ontario,L6P 1A1
45.3489139,-75.9343937,27,Bannock Crescent,Ottawa,Ontario,K2K 0G1
43.6577339,-79.5073448,58,Bannon Avenue,Toronto,Ontario,M8X 1T1
43.8281409,-79.4155074,21,Banquo Road,Markham,Ontario,L3T 3V2
43.8029938,-79.7439966,30,Bansbury Circle,Brampton,Ontario,L7C 2Z4
43.6915364,-79.4430619,29,Bansley Avenue,Toronto,Ontario,M6E 2Y8
43.7889715,-79.3864308,11,Banstock Drive,Toronto,Ontario,M2K 2K5
43.7485542,-79.4581875,28,Banting Avenue,Toronto,Ontario,M3H 5R2
44.3150555,-79.852165,24,Banting Crescent,Essa,Ontario,L0M 1T2
45.3267725,-75.8923205,43,Banting Way,Ottawa,Ontario,K2K 1M2
44.2698097,-77.4708673,539,Baptist Church Road,Quinte West,Ontario,K0K 2B0
44.1067057,-77.5752684,23,Baptiste Street,Quinte West,Ontario,K8V 1R9
43.7764975,-79.1421717,43,Bar Harbour Square,Toronto,Ontario,M1C 2C6
43.1897564,-79.2428486,22,Baraniuk Street,St. Catharines,Ontario,L2N 7R6
43.7355235,-79.2414104,64,Barbados Boulevard,Toronto,Ontario,M1M 2A4
44.2490979,-76.4975954,39,Barbara Avenue,Kingston,Ontario,K7K 5S9
43.209614,-79.8566813,14,Barbara Court,Hamilton,Ontario,L8W 1C4
43.4259539,-80.49874,86,Barbara Crescent,Kitchener,Ontario,N2E 3M6
44.2737787,-78.3288011,719,Barbara Crescent,Peterborough,Ontario,K9J 7V6
43.546522,-80.2638199,20,Barber Avenue,Guelph,Ontario,N1H 5H7
43.7325327,-80.9566424,132,Barber Avenue South,North Perth,Ontario,N4W 1L1
43.7307053,-79.3509503,141,Barber Greene Road,Toronto,Ontario,M3C 2C3
45.4322017,-75.6852017,330,Barber Street,Ottawa,Ontario,K1N 5T9
42.9682734,-81.2056423,39,Barberry Court,London,Ontario,N5Z 3J1
43.1236089,-79.2262227,108,Barbican Trail,St. Catharines,Ontario,L2T 3Y6
43.8082666,-79.3791677,16,Barclay Court,Markham,Ontario,M2M 2Y1
43.8080326,-79.3801621,24,Barclay Court,Markham,Ontario,M2M 2Y1
45.9518966,-66.6881983,618,Barclay Loop,Fredericton,New Brunswick,E3B 6A2
42.9416558,-81.2980297,698,Barclay Place,London,Ontario,N6K 1W2
44.2324762,-76.5315222,13,Barclay Road,Kingston,Ontario,K7M 2Y3
43.2596179,-79.9083482,129,Barclay Street,Hamilton,Ontario,L8S 1L7
45.8062799,-77.0870339,205,Bardis Drive,Laurentian Valley,Ontario,K8A 7R5
45.8043112,-77.0901999,251,Bardis Drive,Laurentian Valley,Ontario,K8A 7R5
43.7763526,-79.3345678,21,Bards Walkway,Toronto,Ontario,M2J 0A7
43.7488108,-79.2435452,16,Bardsea Court,Toronto,Ontario,M1J 1T3
43.7358845,-79.3041197,15,Bardwell Crescent,Toronto,Ontario,M1R 1P8
43.7318303,-79.5703071,61,Barford Road,Toronto,Ontario,M9W 4C9
45.4310823,-75.508748,500,Barholm Private,Ottawa,Ontario,K1W 0H8
45.4382245,-75.6669298,209,Baribeau Street,Ottawa,Ontario,K1L 5T3
43.4670191,-80.5717041,519,Baringham Place,Waterloo,Ontario,N2T 2Z4
43.7161531,-79.2357393,36,Barkdene Hills,Toronto,Ontario,M1M 1C7
43.7318202,-79.5623234,73,Barker Avenue,Toronto,Ontario,M9V 1A9
43.9222769,-78.6810792,18,Barker Court,Clarington,Ontario,L1C 2L8
44.6648613,-63.6614607,15,Barkton Lane,Halifax,Nova Scotia,B3M 3Y7
43.7389196,-79.5619549,37,Barkwin Drive,Toronto,Ontario,M9V 2X4
43.8060536,-79.3570942,24,Barkwood Crescent,Toronto,Ontario,M2H 3B5
43.8886128,-79.2964335,15,Barkwood Hollow,Markham,Ontario,L6C 2Z8
45.4354372,-75.5276644,31,Barkwoods Court,Ottawa,Ontario,K1C 6X7
43.2343175,-79.7556709,81,Barlake Avenue,Hamilton,Ontario,L8G 1B6
44.2228092,-76.582606,214,Barleson Avenue,Kingston,Ontario,K7M 4G3
43.8545854,-79.4963397,118,Barletta Drive,Vaughan,Ontario,L6A 0S1
43.1536326,-79.2237677,28,Barley Drive,St. Catharines,Ontario,L2P 2S7
43.9162518,-78.6713188,67,Barley Mill Crescent,Clarington,Ontario,L1C 3X1
43.8565079,-79.5020871,13,Barli Crescent,Vaughan,Ontario,L6A 0S1
43.8574029,-79.5025887,43,Barli Crescent,Vaughan,Ontario,L6A 0S1
43.9271221,-78.6828821,3,Barlow Court,Clarington,Ontario,L1C 0E2
46.4899195,-81.0191835,193,Barlow Street,Sudbury,Ontario,P3C 3K4
43.7625642,-79.552296,630,Barmac Drive,Toronto,Ontario,M9L 1N4
45.2686722,-75.6899971,56,Barn Swallow Private,Ottawa,Ontario,K4M 0B9
43.2377746,-80.1433959,37,Barnabas Street,Hamilton,Ontario,L0R 1T0
43.1531197,-79.2627801,30,Barnaby Drive,St. Catharines,Ontario,L2S 3S9
45.4287374,-75.647302,50,Barnaby Private,Ottawa,Ontario,K1K 1L8
43.2486508,-79.7749381,572,Barnaby Street,Hamilton,Ontario,L8E 2W8
43.213817,-79.9555731,23,Barnacle Crescent,Hamilton,Ontario,L9K 1L6
52.2350561,-113.806795,9,Barner Avenue,Red Deer,Alberta,T4R 1N9
52.2353434,-113.8066362,15,Barner Avenue,Red Deer,Alberta,T4R 1N9
43.7306813,-79.8246692,16,Barnes Court,Brampton,Ontario,L7A 1E6
43.7978263,-79.5215317,20,Barnes Court,Vaughan,Ontario,L4K 1R9
43.7977204,-79.5215337,20,Barnes Court,Vaughan,Ontario,L4K 1R9
44.2740984,-78.3334866,561,Barnes Crescent,Peterborough,Ontario,K9J 7V6
43.4175382,-80.3830026,54,Barnes Road,Cambridge,Ontario,N2P 2J9
45.0202269,-75.6488947,409,Barnes Street,North Grenville,Ontario,K0G 1J0
43.2531326,-79.8340865,54,Barnesdale Avenue North,Hamilton,Ontario,L8L 3A9
43.2496097,-79.836223,52,Barnesdale Avenue South,Hamilton,Ontario,L8L 3A9
43.2472819,-79.8366002,89,Barnesdale Boulevard,Hamilton,Ontario,L8M 1K2
43.2165213,-79.8229767,20,Barnett Court,Hamilton,Ontario,L8T 4Y4
45.4472918,-77.6740965,2,Barneys Drive,Madawaska Valley,Ontario,K0J 1B0
43.420958,-80.3083697,33,Barnicke Drive,Cambridge,Ontario,N3C 1Y9
43.1911957,-79.2878747,30,Barnsdale Lane,St. Catharines,Ontario,L2N 7M4
43.7570697,-79.3007124,18,Barnsley Court,Toronto,Ontario,M1R 2S3
44.2307105,-76.5943495,555,Barnsley Crescent,Kingston,Ontario,K7M 4Y5
43.88993,-79.2835211,27,Barnstone Drive,Markham,Ontario,L3P 8M1
43.8162925,-79.2805963,65,Barnwell Drive,Toronto,Ontario,M1V 1W5
43.2168084,-79.8477886,20,Baroche Street,Hamilton,Ontario,L8T 4M9
43.7527015,-79.6023253,17,Barolo Road,Toronto,Ontario,M9V 3Z5
43.7920361,-79.3440059,41,Baroness Crescent,Toronto,Ontario,M2J 2W6
45.2888435,-75.7033099,125,Baroness Drive,Ottawa,Ontario,K2G 6T3
43.7860053,-79.1317539,33,Baronial Court,Toronto,Ontario,M1C 3L6
43.2423242,-79.8053839,83,Barons Avenue North,Hamilton,Ontario,L8H 1W2
43.3397874,-79.7928329,570,Barons Court,Burlington,Ontario,L7R 1T8
43.3397959,-79.7928364,570,Barons Court,Burlington,Ontario,L7R 1T8
43.827277,-79.6518562,81,Barons Street,Vaughan,Ontario,L0J 1C0
43.7031276,-79.7749965,26,Baronwood Court,Brampton,Ontario,L6X 1N8
50.4742536,-104.6332803,15,Barr Street,Regina,Saskatchewan,S4R 0P7
45.2922807,-75.8909338,27,Barra Avenue,Ottawa,Ontario,K2L 2B5
44.233311,-76.4824876,90,Barrack Street,Kingston,Ontario,K7K 2Y6
45.2436119,-75.914715,632,Barracks Way,Ottawa,Ontario,K2S 0Y4
45.2874353,-76.0005847,145,Barrdon Road,Ottawa,Ontario,K0A 1L0
44.359322,-79.6564624,19,Barre Drive,Barrie,Ontario,L4N 8A2
44.7288297,-63.6695977,23,Barrens Street,Bedford,Nova Scotia,B4A 1Y4
45.9266964,-66.6231437,30,Barrett Court,Fredericton,New Brunswick,E3B 6X5
44.3948266,-79.7269147,33,Barrett Crescent,Barrie,Ontario,L4N 5G4
52.2350032,-113.8116863,100,Barrett Drive,Red Deer,Alberta,T4R 1N9
52.2332696,-113.8107092,147,Barrett Drive,Red Deer,Alberta,T4R 1N9
52.2383799,-113.8032691,399,Barrett Drive,Red Deer,Alberta,T4R 1N9
45.4416,-75.6713178,176,Barrette Street,Ottawa,Ontario,K1L 8A1
43.7198777,-79.5674359,53,Barrhead Crescent,Toronto,Ontario,M9W 2R3
43.8509262,-79.5078702,89,Barrhill Road,Vaughan,Ontario,L6A 0S1
43.8423434,-79.5026347,481,Barrhill Road,Vaughan,Ontario,L6A 1L7
43.8391626,-79.5024561,610,Barrhill Road,Vaughan,Ontario,L6A 1L7
45.2826666,-75.8714148,429,Barrick Hill Road,Ottawa,Ontario,K2M 1P6
42.9095112,-79.2560697,280,Barrick Road,Port Colborne,Ontario,L3K 5Z5
43.8909645,-78.8557571,108,Barrie Avenue,Oshawa,Ontario,L1H 3Z6
53.4209672,-113.5113539,726,Barrie Close SW,Edmonton,Alberta,T6W 1S4
50.7010085,-120.375398,785,Barrie Drive,Kamloops,British Columbia,V2B 3Y1
43.3527902,-80.3244447,13,Barrie Lane,Cambridge,Ontario,N1S 1V6
44.5923022,-79.4408356,444,Barrie Road,Orillia,Ontario,L3V 5X8
43.2640048,-79.9324738,9,Barrie Street,Hamilton,Ontario,L8S 1G5
44.3930299,-79.6482686,114,Barrie Terrace,Oro-Medonte,Ontario,L4N 7S9
43.7373488,-79.763257,8,Barrier Reef Lane,Brampton,Ontario,L6R 1T4
43.7340903,-79.7908564,70,Barrington Crescent,Brampton,Ontario,L6Z 1Y4
42.9627495,-82.3517459,188,Barrington Crescent,Sarnia,Ontario,N7S 5A2
43.8138749,-79.4016301,11,Barristers Court,Markham,Ontario,L3T 2Y5
43.9031287,-78.8102411,53,Barron Court,Oshawa,Ontario,L1H 7J2
43.3610302,-81.004872,17,Barron Street,Stratford,Ontario,N5A 1J4
44.6692303,-63.514895,35,Barry Allen Drive,Dartmouth,Nova Scotia,B2W 5Z9
46.511141,-80.94373,670,Barry Downe Road,Sudbury,Ontario,P3A 1A8
43.8201005,-79.1234435,557,Barry Drive,Pickering,Ontario,L1V 3Y9
42.9860468,-81.269046,208,Barry Place,London,Ontario,N6H 1S5
43.1756874,-79.2605608,28,Barry Street,St. Catharines,Ontario,L2N 1G8
42.9931098,-81.3122723,59,Barrydale Crescent,London,Ontario,N6G 2C3
42.9933632,-81.3134365,108,Barrydale Crescent,London,Ontario,N6G 2C3
43.298626,-79.8572902,237,Barrymore Court,Burlington,Ontario,L7T 2B9
43.2988123,-79.857063,237,Barrymore Court,Burlington,Ontario,L7T 2B9
43.7523309,-79.2491697,69,Barrymore Road,Toronto,Ontario,M1J 1T3
43.7444219,-79.5187897,64,Bartel Drive,Toronto,Ontario,M3N 1C2
43.4229268,-80.2892494,38,Bartleman Crescent,Cambridge,Ontario,N1T 2K8
43.1996127,-79.8926482,7,Bartlett Avenue,Hamilton,Ontario,L9B 1K9
43.6707959,-79.4374096,336,Bartlett Avenue North,Toronto,Ontario,M6H 2J6
42.9429038,-81.3013888,30,Bartlett Crescent,London,Ontario,N6K 1W2
45.3495151,-75.6574314,102,Bartlett Private,Ottawa,Ontario,K1V 8V1
43.8792821,-79.3718046,10,Bartlett Road,Markham,Ontario,L6C 0J4
43.6818483,-79.7335254,282,Bartley Bull Parkway,Brampton,Ontario,L6W 1H4
42.9043885,-79.2561437,28,Bartok Crescent,Port Colborne,Ontario,L3K 3V7
43.6661765,-79.4219802,226,Barton Avenue,Toronto,Ontario,M6G 1T3
45.9908164,-66.6616429,106,Barton Crescent,Fredericton,New Brunswick,E3A 1B8
43.2250999,-79.7128134,489,Barton Street,Hamilton,Ontario,L8E 2L1
43.216791,-79.6780852,928,Barton Street,Hamilton,Ontario,L8E 5R2
45.4411126,-75.4898935,106,Bartonia Circle,Ottawa,Ontario,K4A 0Z3
43.6884713,-79.4996767,57,Bartonville Avenue West,Toronto,Ontario,M6M 2E1
44.3330242,-79.6527998,21,Bartor Boulevard,Barrie,Ontario,L9S 3G2
43.7288373,-79.5684897,41,Barwell Crescent,Toronto,Ontario,M9W 4C9
43.4979184,-80.5211591,516,Barwick Crescent,Waterloo,Ontario,N2K 3V3
43.4980072,-80.5233497,537,Barwick Crescent,Waterloo,Ontario,N2K 3V3
43.4207845,-80.4859355,14,Barwood Crescent,Kitchener,Ontario,N2E 0A5
43.8248338,-79.4988175,190,Basaltic Road,Vaughan,Ontario,L4K 1G6
43.1393483,-79.268492,28,Bascary Crescent,St. Catharines,Ontario,L2S 0C7
42.9602002,-81.2471107,237,Base Line Road East,London,Ontario,N6C 2T1
42.9608877,-81.2385756,477,Base Line Road East,London,Ontario,N6C 2T1
43.2158605,-79.6264287,1499,Baseline Road,Hamilton,Ontario,L8E 5C5
43.9030334,-78.6691244,152,Baseline Road East,Clarington,Ontario,L1C 4N4
43.9009722,-78.6772888,84,Baseline Road West,Clarington,Ontario,L1C 2P4
43.8666742,-79.5433784,47,Bashir Street,Vaughan,Ontario,L6A 3B1
43.8667358,-79.5440356,54,Bashir Street,Vaughan,Ontario,L6A 3B1
43.8340927,-79.4735701,21,Basie Gate,Vaughan,Ontario,L4J 9B5
43.8340754,-79.473216,29,Basie Gate,Vaughan,Ontario,L4J 9B5
43.9277143,-79.5106544,22,Basil Ridge Court,King,Ontario,L7B 0N1
43.7111355,-79.7169829,15,Basildon Crescent,Brampton,Ontario,L6T 2C9
45.3260522,-75.7835841,15,Basin Court,Ottawa,Ontario,K2H 5V2
43.2097545,-79.8432153,52,Basin Crescent,Hamilton,Ontario,L8T 4M9
45.375129,-75.6138314,17,Baslaw Drive,Ottawa,Ontario,K1G 3W3
44.8269586,-79.7693494,54,Bass Bay Road,Georgian Bay,Ontario,L0K 1S0
43.7546403,-79.4154766,40,Bassano Road,Toronto,Ontario,M2N 1A9
45.3565757,-75.7463606,9,Bassano Street,Ottawa,Ontario,K2C 2G9
43.0192022,-81.2959957,142,Bassenthwaite Court,London,Ontario,N6G 3Y9
43.0198306,-81.2954751,41,Bassenthwaite Crescent,London,Ontario,N6G 3Y9
43.6667399,-79.8168313,60,Bassett Crescent,Brampton,Ontario,L6X 0B3
45.3957533,-75.7396571,135,Bassett Lane,Ottawa,Ontario,K1Y 0B1
45.2556812,-75.9103118,46,Basswood Avenue,Ottawa,Ontario,K2S 0H2
44.8858761,-76.0460127,29,Basswood Crescent,Rideau Lakes,Ontario,K7A 4S4
44.3416231,-79.7112094,8,Basswood Drive,Barrie,Ontario,L4N 9G4
